hhid,rang,age,sexe,niveau_educ
00137,3,5.0,2,Aucun
00137,4,68.0,2,Primaire
00137,5,73.0,1,Aucun
00137,6,42.0,2,Aucun
00137,7,0.0,1,Aucun
00137,8,65.0,1,Secondaire
00138,1,34.0,1,Aucun
00138,2,12.0,1,Superieur
00138,3,38.0,1,Aucun
00138,4,7.0,1,Aucun
00138,5,46.0,2,Aucun
00138,6,34.0,2,Aucun
00138,7,63.0,1,Primaire
00138,8,67.0,1,Primaire
00138,9,6.0,2,Primaire
00139,1,33.0,2,Secondaire
00139,2,39.0,1,Superieur
00139,3,40.0,2,Aucun
00139,4,,1,Primaire
00139,5,48.0,2,Aucun
00139,6,13.0,1,
00140,1,20.0,1,Superieur
00140,2,10.0,2,Aucun
00140,3,73.0,2,Aucun
00140,4,19.0,2,
00140,5,19.0,1,Primaire
00140,6,29.0,1,
00140,7,58.0,2,Primaire
00140,8,69.0,2,Secondaire
00140,9,25.0,2,Aucun
00140,10,45.0,1,Aucun
00140,11,1.0,2,Aucun
00141,1,38.0,1,Aucun
00141,2,39.0,1,Primaire
00141,3,40.0,2,Primaire
00141,4,41.0,1,Secondaire
00141,5,38.0,1,Primaire
00141,6,3.0,1,Aucun
00142,1,41.0,1,Primaire
00142,2,66.0,2,Aucun
00142,3,27.0,2,Aucun
00142,4,9.0,1,Aucun
00142,5,40.0,2,Aucun
00142,6,31.0,1,Aucun
00142,7,28.0,2,Secondaire
00142,8,5.0,2,Aucun
00143,1,28.0,1,Primaire
00143,2,39.0,2,Primaire
00143,3,71.0,2,Secondaire
00143,4,18.0,1,Aucun
00143,5,42.0,1,Primaire
00144,1,44.0,2,Aucun
00144,2,5.0,1,Aucun
00144,3,51.0,1,Secondaire
00144,4,72.0,1,Secondaire
00145,1,48.0,1,Primaire
00145,2,55.0,2,Primaire
00145,3,27.0,1,Aucun
00145,4,62.0,2,Aucun
00145,5,3.0,1,Aucun
00145,6,28.0,2,Superieur
00145,7,58.0,2,Secondaire
00145,8,34.0,2,Aucun
00146,1,43.0,1,Aucun
00146,2,28.0,1,Aucun
00146,3,51.0,2,Aucun
00146,4,25.0,2,Primaire
00147,1,58.0,1,Secondaire
00147,2,32.0,1,Aucun
00147,3,59.0,2,Secondaire
00147,4,23.0,1,Aucun
00147,5,9.0,1,Aucun
00147,6,28.0,2,Primaire
00147,7,72.0,1,Aucun
00147,8,61.0,1,Primaire
00147,9,30.0,1,Primaire
00148,1,37.0,1,Secondaire
00149,1,,1,Primaire
00149,2,49.0,2,Aucun
00149,3,70.0,1,Aucun
00149,4,,2,Secondaire
00149,5,24.0,1,Primaire
00149,6,73.0,2,Primaire
00150,1,40.0,1,Secondaire
00150,2,44.0,1,Aucun
00150,3,46.0,2,Superieur
00151,1,42.0,1,Secondaire
00151,2,50.0,1,Primaire
00151,3,72.0,2,Aucun
00152,1,34.0,1,Aucun
00152,2,51.0,2,Primaire
00152,3,39.0,1,Primaire
00152,4,59.0,1,Primaire
00152,5,69.0,1,
00152,6,23.0,2,Superieur
00153,1,56.0,1,Aucun
00153,2,33.0,1,
00154,1,41.0,1,Secondaire
00154,2,42.0,1,Secondaire
00154,3,8.0,2,Secondaire
00154,4,71.0,2,Primaire
00154,5,21.0,2,Aucun
00154,6,34.0,2,Aucun
00154,7,31.0,1,Primaire
00154,8,0.0,2,Aucun
00154,9,65.0,2,Primaire
00155,1,30.0,1,Secondaire
00155,2,69.0,2,Primaire
00155,3,52.0,2,Primaire
00155,4,6.0,2,
00155,5,66.0,2,Secondaire
00155,6,54.0,2,Primaire
00156,1,29.0,1,Aucun
00156,2,26.0,2,Aucun
00156,3,17.0,2,Superieur
00156,4,3.0,1,Aucun
00156,5,16.0,2,Secondaire
00156,6,,1,Aucun
00156,7,2.0,1,Aucun
00156,8,16.0,1,Secondaire
00157,1,47.0,1,Primaire
00157,2,8.0,1,Aucun
00157,3,27.0,1,Primaire
00157,4,12.0,2,Secondaire
00157,5,47.0,1,Aucun
00157,6,34.0,2,Primaire
00157,7,9.0,1,Secondaire
00157,8,71.0,1,Aucun
00158,1,30.0,1,Secondaire
00158,2,28.0,1,Primaire
00158,3,60.0,2,Aucun
00159,1,51.0,1,Aucun
00159,2,62.0,2,Aucun
00159,3,53.0,2,Secondaire
00159,4,35.0,1,Secondaire
00159,5,71.0,2,Secondaire
00159,6,20.0,1,Secondaire
00160,1,55.0,2,Aucun
00160,2,25.0,2,Aucun
00160,3,35.0,1,Aucun
00160,4,14.0,2,Aucun
00160,5,30.0,2,Primaire
00160,6,37.0,2,Aucun
00160,7,7.0,1,
00160,8,36.0,2,Aucun
00160,9,41.0,2,Aucun
00160,10,69.0,1,Secondaire
00161,1,55.0,1,Aucun
00161,2,11.0,2,Secondaire
00161,3,52.0,1,Primaire
00161,4,,2,Secondaire
00161,5,26.0,1,Primaire
00161,6,40.0,2,Aucun
00161,7,2.0,2,Aucun
00161,8,23.0,1,Secondaire
00162,1,39.0,1,Secondaire
00162,2,12.0,2,Secondaire
00162,3,71.0,1,Primaire
00162,4,67.0,2,Aucun
00162,5,35.0,1,Primaire
00162,6,0.0,1,Aucun
00162,7,,1,Primaire
00162,8,71.0,2,Aucun
00163,1,40.0,2,Aucun
00163,2,38.0,1,Aucun
00163,3,55.0,2,Primaire
00163,4,21.0,2,Primaire
00163,5,11.0,2,Secondaire
00163,6,29.0,1,Secondaire
00164,1,38.0,1,Primaire
00164,2,17.0,1,Aucun
00165,1,30.0,1,Primaire
00165,2,44.0,1,Superieur
00165,3,53.0,1,Aucun
00165,4,16.0,1,Primaire
00166,1,38.0,1,Aucun
00166,2,40.0,2,Secondaire
00166,3,37.0,1,Aucun
00166,4,56.0,2,Primaire
00167,1,37.0,1,Primaire
00167,2,53.0,2,Secondaire
00167,3,19.0,1,Secondaire
00167,4,67.0,1,Superieur
00167,5,4.0,2,
00167,6,54.0,1,Secondaire
00167,7,67.0,2,Aucun
00167,8,58.0,2,Secondaire
00168,1,58.0,2,Primaire
00168,2,47.0,1,Primaire
00168,3,24.0,1,Primaire
00168,4,0.0,2,Aucun
00169,1,31.0,2,
00169,2,55.0,1,
00169,3,5.0,2,Aucun
00169,4,3.0,2,Aucun
00169,5,39.0,2,Aucun
00169,6,29.0,2,Aucun
00170,1,64.0,1,Primaire
00170,2,30.0,2,
00170,3,21.0,1,Primaire
00170,4,38.0,1,Primaire
00170,5,73.0,1,Primaire
00170,6,8.0,1,
00170,7,7.0,1,Aucun
00171,1,38.0,1,Secondaire
00171,2,29.0,1,Superieur
00171,3,5.0,2,
00171,4,15.0,1,Aucun
00171,5,14.0,2,Aucun
00171,6,27.0,2,Primaire
00172,1,23.0,2,Aucun
00172,2,47.0,2,Primaire
00172,3,13.0,2,Primaire
00173,1,46.0,1,Primaire
00173,2,68.0,1,Aucun
00173,3,71.0,1,Aucun
00173,4,64.0,2,Secondaire
00174,1,37.0,1,Aucun
00174,2,35.0,1,Aucun
00175,1,60.0,1,Primaire
00175,2,33.0,1,Aucun
00175,3,,1,Aucun
00175,4,21.0,1,Aucun
00175,5,36.0,1,Secondaire
00175,6,52.0,1,Aucun
00175,7,24.0,2,Aucun
00175,8,37.0,2,Primaire
00176,1,45.0,2,Secondaire
00176,2,73.0,1,Primaire
00176,3,29.0,1,Aucun
00176,4,43.0,1,Aucun
00176,5,35.0,2,Aucun
00177,1,49.0,1,Primaire
00177,2,4.0,2,Aucun
00177,3,56.0,1,Primaire
00178,1,43.0,1,Primaire
00178,2,27.0,2,Primaire
00178,3,16.0,2,Primaire
00179,1,53.0,1,Primaire
00179,2,55.0,1,Aucun
00179,3,0.0,1,Aucun
00179,4,58.0,1,Aucun
00179,5,12.0,2,Aucun
00179,6,0.0,2,Aucun
00179,7,9.0,1,
00180,1,54.0,2,Secondaire
00180,2,12.0,1,Aucun
00181,1,65.0,1,Aucun
00181,2,45.0,2,Aucun
00181,3,56.0,2,Secondaire
00181,4,2.0,1,Aucun
00181,5,73.0,1,Aucun
00181,6,20.0,2,Secondaire
00182,1,33.0,1,Aucun
00182,2,47.0,1,Aucun
00182,3,70.0,2,Aucun
00182,4,31.0,2,Primaire
00182,5,12.0,2,Primaire
00182,6,26.0,2,Aucun
00182,7,36.0,2,Secondaire
00182,8,13.0,1,Aucun
00183,1,37.0,1,Aucun
00183,2,49.0,2,Aucun
00183,3,6.0,1,Aucun
00184,1,39.0,2,Aucun
00184,2,35.0,1,Primaire
00184,3,72.0,1,Aucun
00184,4,29.0,2,Aucun
00184,5,55.0,2,Aucun
00185,1,54.0,1,Secondaire
00185,2,29.0,2,Aucun
00185,3,56.0,1,Aucun
00185,4,44.0,2,Secondaire
00185,5,22.0,2,Secondaire
00185,6,59.0,1,Primaire
00185,7,2.0,1,Aucun
00186,1,65.0,1,Superieur
00186,2,10.0,2,Aucun
00186,3,16.0,2,Aucun
00186,4,18.0,2,Primaire
00186,5,47.0,1,Primaire
00186,6,11.0,2,Aucun
00186,7,47.0,2,Primaire
00186,8,35.0,2,Primaire
00186,9,8.0,2,Primaire
00186,10,6.0,2,Aucun
00186,11,49.0,2,Superieur
00186,12,27.0,1,Primaire
00186,13,51.0,2,Primaire
00186,14,55.0,2,Secondaire
00186,15,1.0,1,Aucun
00187,1,50.0,1,Aucun
00187,2,50.0,1,Primaire
00187,3,22.0,2,Aucun
00188,1,31.0,2,Aucun
00188,2,23.0,2,Aucun
00188,3,37.0,1,Aucun
00189,1,32.0,1,Aucun
00189,2,65.0,1,Secondaire
00189,3,43.0,2,Primaire
00189,4,60.0,2,Primaire
00189,5,0.0,1,Aucun
00190,1,40.0,1,Primaire
00190,2,56.0,2,Aucun
00190,3,55.0,2,Primaire
00190,4,56.0,2,
00190,5,22.0,2,Primaire
00190,6,43.0,2,Primaire
00191,1,38.0,1,Aucun
00191,2,63.0,2,Primaire
00191,3,38.0,1,Aucun
00191,4,52.0,2,Primaire
00191,5,61.0,1,Primaire
00192,1,43.0,1,Aucun
00192,2,59.0,1,Primaire
00192,3,31.0,1,
00192,4,54.0,2,Primaire
00192,5,17.0,2,Secondaire
00192,6,19.0,2,Secondaire
00192,7,58.0,2,Primaire
00193,1,38.0,1,Primaire
00193,2,39.0,2,Superieur
00193,3,33.0,1,Secondaire
00193,4,51.0,1,
00193,5,33.0,2,Aucun
00193,6,22.0,2,Primaire
00193,7,1.0,2,Aucun
00193,8,18.0,2,Aucun
00194,1,41.0,1,Aucun
00194,2,5.0,2,Aucun
00194,3,17.0,2,Primaire
00194,4,73.0,1,Primaire
00194,5,11.0,1,Secondaire
00194,6,51.0,1,Superieur
00194,7,61.0,2,Primaire
00195,1,42.0,1,Aucun
00195,2,69.0,2,Primaire
00195,3,70.0,1,
00195,4,19.0,1,Aucun
00195,5,43.0,2,Primaire
00195,6,71.0,2,Primaire
00195,7,32.0,2,Primaire
00195,8,42.0,1,Primaire
00196,1,56.0,2,Primaire
00196,2,22.0,1,Primaire
00196,3,15.0,2,Aucun
00196,4,71.0,1,Aucun
00197,1,27.0,2,
00197,2,33.0,1,Secondaire
00197,3,41.0,1,Secondaire
00198,1,39.0,1,Aucun
00198,2,47.0,1,Primaire
00198,3,56.0,1,Primaire
00198,4,2.0,2,Aucun
00198,5,51.0,2,Secondaire
00199,1,46.0,2,Aucun
00199,2,72.0,2,Primaire
00199,3,62.0,2,Secondaire
00199,4,62.0,2,Primaire
00200,1,29.0,1,Aucun
00200,2,64.0,2,Secondaire
00200,3,3.0,1,Aucun
00200,4,69.0,2,Secondaire
00200,5,8.0,2,Primaire
00200,6,30.0,2,Aucun
00200,7,1.0,1,Aucun
00200,8,62.0,1,Primaire
00200,9,23.0,1,Secondaire
00200,10,17.0,2,Superieur
00201,1,41.0,2,Aucun
00201,2,57.0,1,Aucun
00201,3,41.0,1,Aucun
00202,1,36.0,1,Aucun
00202,2,40.0,2,Secondaire
00202,3,8.0,2,Aucun
00202,4,33.0,2,
00202,5,25.0,1,Primaire
00202,6,54.0,2,Primaire
00202,7,7.0,1,Secondaire
00202,8,71.0,1,Superieur
00202,9,17.0,2,Aucun
00202,10,53.0,2,Aucun
00202,11,64.0,2,Secondaire
00202,12,5.0,1,Aucun
00203,1,55.0,1,Secondaire
00203,2,2.0,2,Aucun
00203,3,27.0,1,Primaire
00203,4,54.0,2,Aucun
00203,5,72.0,1,Aucun
00203,6,49.0,2,Primaire
00203,7,31.0,2,Superieur
00203,8,61.0,1,Primaire
00203,9,9.0,2,Aucun
00204,1,,1,Secondaire
00204,2,69.0,2,Aucun
00204,3,23.0,1,Primaire
00204,4,73.0,1,Aucun
00204,5,69.0,2,Secondaire
00204,6,30.0,2,Aucun
00204,7,69.0,2,Aucun
00205,1,38.0,1,Primaire
00205,2,59.0,1,Primaire
00205,3,51.0,2,Aucun
00205,4,64.0,1,Aucun
00205,5,68.0,1,Primaire
00205,6,6.0,1,Aucun
00206,1,53.0,2,
00206,2,48.0,1,Secondaire
00206,3,9.0,2,Aucun
00206,4,34.0,1,Aucun
00206,5,74.0,2,Secondaire
00206,6,47.0,1,Primaire
00207,1,37.0,1,Aucun
00207,2,15.0,1,Aucun
00207,3,18.0,2,Primaire
00207,4,25.0,1,Aucun
00207,5,3.0,2,Aucun
00207,6,43.0,1,Secondaire
00207,7,41.0,2,Aucun
00208,1,21.0,2,Primaire
00208,2,61.0,1,Aucun
00208,3,41.0,2,Secondaire
00208,4,15.0,1,
00208,5,68.0,1,Primaire
00208,6,2.0,1,Aucun
00209,1,31.0,1,Aucun
00209,2,58.0,2,Primaire
00209,3,0.0,2,Aucun
00209,4,43.0,2,Primaire
00209,5,,2,Primaire
00209,6,5.0,1,Aucun
00209,7,62.0,1,Aucun
00209,8,8.0,2,Primaire
00210,1,24.0,1,Superieur
00210,2,30.0,2,Secondaire
00210,3,57.0,2,Aucun
00210,4,46.0,2,Aucun
00210,5,4.0,2,Aucun
00210,6,44.0,1,Primaire
00211,1,25.0,1,Primaire
00211,2,61.0,1,Primaire
00211,3,58.0,1,Aucun
00211,4,22.0,2,Primaire
00211,5,54.0,1,Primaire
00211,6,72.0,2,Aucun
00212,1,33.0,1,Aucun
00212,2,52.0,2,
00212,3,20.0,1,Primaire
00213,1,,1,Aucun
00213,2,9.0,1,Primaire
00213,3,70.0,2,Aucun
00213,4,16.0,2,Aucun
00213,5,19.0,1,Aucun
00213,6,33.0,1,Primaire
00213,7,38.0,1,Aucun
00213,8,6.0,2,Primaire
00213,9,9.0,1,
00213,10,6.0,1,Aucun
00213,11,35.0,1,Primaire
00213,12,41.0,2,Secondaire
00214,1,43.0,1,Aucun
00214,2,73.0,1,Aucun
00214,3,23.0,1,Primaire
00215,1,26.0,1,Primaire
00215,2,19.0,2,Superieur
00215,3,14.0,2,Primaire
00216,1,47.0,1,Secondaire
00216,2,20.0,2,Primaire
00216,3,53.0,1,Aucun
00216,4,36.0,1,
00216,5,22.0,2,Secondaire
00216,6,52.0,1,Superieur
00216,7,63.0,1,Aucun
00216,8,4.0,2,Aucun
00217,1,56.0,1,Primaire
00217,2,71.0,1,Primaire
00217,3,45.0,2,Aucun
00217,4,25.0,2,Primaire
00217,5,1.0,1,Aucun
00217,6,32.0,2,Primaire
00217,7,41.0,1,
00217,8,35.0,2,
00218,1,51.0,1,Primaire
00218,2,72.0,2,Aucun
00218,3,66.0,1,Primaire
00218,4,15.0,1,Aucun
00218,5,70.0,2,Aucun
00218,6,36.0,2,Primaire
00218,7,36.0,1,Secondaire
00218,8,2.0,1,Aucun
00218,9,56.0,2,Secondaire
00219,1,51.0,1,
00219,2,8.0,2,
00219,3,57.0,1,
00219,4,37.0,2,Primaire
00219,5,35.0,1,Aucun
00219,6,20.0,1,Secondaire
00219,7,66.0,2,Secondaire
00219,8,64.0,1,Aucun
00219,9,15.0,1,Aucun
00219,10,56.0,1,Aucun
00219,11,30.0,2,Primaire
00220,1,37.0,1,Primaire
00220,2,8.0,1,Aucun
00220,3,10.0,1,Aucun
00220,4,41.0,1,Secondaire
00220,5,20.0,1,Primaire
00221,1,54.0,1,Secondaire
00221,2,30.0,1,Aucun
00221,3,21.0,2,Aucun
00222,1,56.0,1,Primaire
00222,2,73.0,1,Primaire
00222,3,50.0,2,Primaire
00222,4,15.0,1,Primaire
00222,5,65.0,1,
00222,6,21.0,1,Secondaire
00222,7,24.0,1,Aucun
00222,8,31.0,1,Secondaire
00222,9,12.0,2,
00223,1,42.0,2,Aucun
00223,2,26.0,1,Primaire
00223,3,10.0,2,Secondaire
00223,4,68.0,2,Aucun
00223,5,41.0,2,Aucun
00223,6,62.0,1,Primaire
00223,7,32.0,2,Aucun
00223,8,53.0,1,Secondaire
00223,9,17.0,2,Primaire
00224,1,38.0,2,Secondaire
00224,2,60.0,1,Primaire
00224,3,22.0,2,Aucun
00224,4,15.0,1,Secondaire
00224,5,13.0,2,Primaire
00224,6,29.0,2,Aucun
00225,1,53.0,1,Primaire
00225,2,11.0,2,Aucun
00225,3,46.0,1,Primaire
00225,4,58.0,2,Aucun
00226,1,63.0,2,Aucun
00226,2,67.0,2,Superieur
00227,1,36.0,1,Primaire
00227,2,,1,Secondaire
00227,3,46.0,1,Primaire
00227,4,59.0,2,Primaire
00227,5,31.0,1,Secondaire
00227,6,41.0,2,Aucun
00227,7,70.0,1,Aucun
00227,8,54.0,1,
00228,1,,1,Primaire
00228,2,44.0,1,Secondaire
00228,3,61.0,2,Aucun
00228,4,21.0,2,Primaire
00228,5,34.0,2,Primaire
00228,6,32.0,1,Primaire
00228,7,32.0,1,Secondaire
00229,1,30.0,1,Aucun
00229,2,56.0,1,Aucun
00229,3,12.0,1,Primaire
00229,4,43.0,2,Aucun
00229,5,40.0,2,Aucun
00229,6,31.0,2,Aucun
00230,1,38.0,1,Secondaire
00230,2,46.0,1,Primaire
00230,3,46.0,2,Primaire
00230,4,1.0,2,Aucun
00230,5,18.0,1,Primaire
00230,6,1.0,2,Aucun
00230,7,25.0,1,Aucun
00231,1,39.0,1,Superieur
00231,2,5.0,1,Aucun
00231,3,25.0,2,Primaire
00231,4,59.0,2,Primaire
00231,5,11.0,2,Secondaire
00232,1,39.0,2,Aucun
00232,2,73.0,1,Secondaire
00232,3,4.0,1,Aucun
00232,4,43.0,1,Aucun
00232,5,47.0,2,Superieur
00232,6,42.0,2,Primaire
00232,7,14.0,1,Secondaire
00232,8,35.0,1,Primaire
00232,9,17.0,1,Primaire
00233,1,40.0,2,Primaire
00233,2,63.0,1,Secondaire
00233,3,25.0,2,Aucun
00233,4,10.0,2,Primaire
00233,5,3.0,1,Aucun
00233,6,23.0,2,Aucun
00233,7,,1,Primaire
00234,1,50.0,2,Aucun
00234,2,34.0,1,Aucun
00234,3,57.0,2,Primaire
00234,4,58.0,2,Aucun
00235,1,28.0,1,Primaire
00235,2,55.0,2,Aucun
00235,3,12.0,1,Aucun
00235,4,44.0,1,Secondaire
00235,5,74.0,2,Primaire
00235,6,49.0,1,Aucun
00235,7,29.0,1,Secondaire
00236,1,20.0,1,Primaire
00236,2,59.0,1,Primaire
00236,3,73.0,2,Secondaire
00236,4,32.0,1,Aucun
00236,5,2.0,1,Aucun
00236,6,10.0,2,Aucun
00236,7,47.0,2,Primaire
00236,8,13.0,1,Primaire
00236,9,19.0,2,Aucun
00236,10,66.0,1,Secondaire
00236,11,71.0,2,Primaire
00236,12,22.0,2,Aucun
00237,1,28.0,1,Superieur
00237,2,2.0,1,Aucun
00237,3,56.0,2,Aucun
00237,4,70.0,1,Aucun
00237,5,16.0,1,Aucun
00237,6,24.0,1,Aucun
00237,7,6.0,1,Superieur
00238,1,28.0,2,Aucun
00238,2,46.0,1,Primaire
00238,3,16.0,2,Secondaire
00238,4,9.0,2,Primaire
00238,5,12.0,1,Aucun
00238,6,61.0,2,Aucun
00238,7,17.0,1,Aucun
00239,1,50.0,2,Primaire
00239,2,40.0,1,Secondaire
00239,3,67.0,2,Aucun
00239,4,0.0,2,
00239,5,63.0,1,Secondaire
00239,6,62.0,2,
00239,7,60.0,1,Primaire
00239,8,73.0,1,Aucun
00239,9,57.0,2,Secondaire
00240,1,20.0,2,Primaire
00240,2,,2,
00240,3,48.0,1,Aucun
00240,4,37.0,2,Primaire
00240,5,30.0,2,Primaire
00240,6,50.0,1,Aucun
00240,7,28.0,2,Primaire
00240,8,26.0,1,Primaire
00240,9,52.0,2,Superieur
00241,1,28.0,1,
00241,2,1.0,2,Aucun
00241,3,57.0,1,Aucun
00242,1,38.0,1,Aucun
00242,2,20.0,1,Primaire
00242,3,38.0,2,Secondaire
00242,4,17.0,1,Secondaire
00242,5,30.0,2,Superieur
00242,6,33.0,1,Aucun
00242,7,38.0,2,Primaire
00243,1,51.0,1,Aucun
00243,2,37.0,1,Aucun
00243,3,0.0,1,Aucun
00243,4,41.0,1,Secondaire
00243,5,30.0,2,Secondaire
00243,6,22.0,2,Aucun
00243,7,74.0,1,Secondaire
00244,1,34.0,2,Secondaire
00244,2,47.0,2,Primaire
00244,3,51.0,2,Secondaire
00244,4,39.0,1,Secondaire
00244,5,26.0,1,Aucun
00244,6,38.0,2,Secondaire
00244,7,24.0,1,Primaire
00244,8,1.0,2,Aucun
00244,9,2.0,1,Aucun
00245,1,64.0,1,Secondaire
00245,2,49.0,1,Aucun
00245,3,27.0,1,Aucun
00245,4,60.0,2,
00245,5,15.0,1,Primaire
00245,6,37.0,1,Primaire
00246,1,20.0,1,Secondaire
00246,2,12.0,1,Aucun
00246,3,32.0,2,
00246,4,56.0,2,Aucun
00247,1,46.0,1,Aucun
00247,2,17.0,1,Secondaire
00247,3,24.0,1,Primaire
00247,4,47.0,2,Aucun
00247,5,67.0,2,Aucun
00247,6,52.0,2,Secondaire
00247,7,42.0,2,Superieur
00247,8,5.0,2,Aucun
00248,1,27.0,2,Secondaire
00248,2,32.0,1,Aucun
00248,3,48.0,2,Primaire
00248,4,66.0,2,Aucun
00248,5,4.0,2,Aucun
00248,6,72.0,1,Primaire
00248,7,60.0,1,Primaire
00248,8,58.0,2,Primaire
00249,1,57.0,1,Primaire
00249,2,11.0,1,Aucun
00249,3,71.0,2,Secondaire
00249,4,30.0,2,Primaire
00249,5,73.0,1,Secondaire
00249,6,38.0,1,Secondaire
00250,1,32.0,1,Aucun
00250,2,62.0,1,
00250,3,2.0,1,Aucun
00250,4,3.0,1,Aucun
00250,5,35.0,2,
00250,6,63.0,1,Secondaire
00250,7,51.0,1,Secondaire
00250,8,31.0,2,Aucun
00250,9,62.0,2,Primaire
00251,1,48.0,1,Primaire
00251,2,54.0,2,Aucun
00251,3,33.0,2,Aucun
00251,4,72.0,1,
00251,5,60.0,1,Primaire
00251,6,22.0,1,Superieur
00251,7,45.0,1,Aucun
00251,8,59.0,1,Aucun
00251,9,33.0,2,Primaire
00251,10,19.0,2,Aucun
00251,11,59.0,1,Primaire
00251,12,66.0,2,Aucun
00251,13,26.0,1,Primaire
00251,14,25.0,2,Primaire
00251,15,10.0,2,Primaire
00251,16,70.0,1,Primaire
00252,1,62.0,1,Aucun
00252,2,22.0,1,
00252,3,62.0,1,Secondaire
00252,4,31.0,1,Aucun
00252,5,34.0,1,Aucun
00252,6,,1,Primaire
00253,1,42.0,1,Primaire
00253,2,34.0,2,Aucun
00253,3,48.0,2,Superieur
00254,1,41.0,1,Primaire
00254,2,0.0,1,Aucun
00254,3,56.0,1,Aucun
00254,4,14.0,1,Aucun
00254,5,52.0,2,Primaire
00254,6,48.0,1,Secondaire
00254,7,12.0,1,Secondaire
00254,8,14.0,2,Aucun
00254,9,60.0,1,Aucun
00255,1,62.0,1,Aucun
00255,2,42.0,2,Aucun
00255,3,13.0,2,Primaire
00255,4,54.0,2,Aucun
00255,5,29.0,2,Primaire
00255,6,57.0,1,Primaire
00255,7,36.0,2,Primaire
00255,8,6.0,1,Primaire
00255,9,64.0,2,Aucun
00255,10,16.0,2,Aucun
00255,11,39.0,2,Secondaire
00255,12,20.0,1,Primaire
00256,1,47.0,1,Aucun
00256,2,46.0,2,Aucun
00256,3,21.0,2,Aucun
00257,1,68.0,1,Primaire
00257,2,54.0,2,Aucun
00257,3,21.0,1,Secondaire
00257,4,24.0,2,Aucun
00257,5,13.0,1,Aucun
00258,1,34.0,1,Primaire
00258,2,49.0,2,Secondaire
00258,3,45.0,2,Aucun
00258,4,15.0,1,Aucun
00258,5,55.0,2,Superieur
00258,6,54.0,2,Secondaire
00259,1,28.0,1,Secondaire
00259,2,71.0,1,Secondaire
00259,3,50.0,1,Secondaire
00259,4,24.0,2,Primaire
00260,1,63.0,2,Superieur
00260,2,37.0,1,Primaire
00260,3,17.0,2,Aucun
00260,4,58.0,2,Secondaire
00261,1,49.0,1,Primaire
00261,2,63.0,1,Secondaire
00261,3,15.0,2,Secondaire
00261,4,61.0,1,Secondaire
00261,5,41.0,2,Primaire
00262,1,61.0,1,Secondaire
00262,2,39.0,2,Aucun
00262,3,26.0,1,Aucun
00262,4,29.0,1,Primaire
00262,5,72.0,2,Secondaire
00263,1,31.0,1,Primaire
00263,2,40.0,1,Superieur
00263,3,68.0,2,Aucun
00263,4,16.0,1,
00263,5,11.0,2,Primaire
00263,6,48.0,2,
00263,7,28.0,2,Aucun
00264,1,23.0,2,Aucun
00264,2,70.0,1,Primaire
00264,3,54.0,2,Secondaire
00265,1,60.0,1,Aucun
00265,2,9.0,1,Primaire
00265,3,74.0,2,Superieur
00265,4,47.0,2,Secondaire
00265,5,0.0,1,Aucun
00265,6,18.0,1,Secondaire
00266,1,59.0,1,
00266,2,13.0,1,Primaire
00266,3,33.0,2,Aucun
00266,4,7.0,2,Aucun
00266,5,48.0,1,Primaire
00266,6,53.0,1,Primaire
00267,1,46.0,2,Secondaire
00267,2,73.0,1,Primaire
00267,3,46.0,2,Secondaire
00267,4,72.0,1,Primaire
00267,5,54.0,1,Secondaire
00268,1,33.0,1,Aucun
00268,2,34.0,2,Aucun
00268,3,6.0,2,Aucun
00268,4,22.0,1,Aucun
00268,5,27.0,1,Aucun
00268,6,71.0,2,Primaire
00268,7,1.0,1,
00269,1,28.0,2,Secondaire
00269,2,29.0,1,Secondaire
00269,3,32.0,1,Secondaire
00269,4,7.0,1,Aucun
00269,5,41.0,2,Primaire
00269,6,10.0,2,Aucun
00269,7,12.0,2,Aucun
00270,1,46.0,1,Superieur
00270,2,35.0,2,Aucun
00270,3,22.0,1,Secondaire
00270,4,66.0,2,Aucun
00270,5,59.0,1,Secondaire
00271,1,35.0,1,Primaire
00271,2,42.0,2,Primaire
00271,3,36.0,1,Primaire
00271,4,2.0,2,Aucun
00271,5,63.0,1,Aucun
00271,6,49.0,2,Aucun
00271,7,71.0,1,Primaire
00272,1,46.0,2,Primaire
00272,2,65.0,1,Aucun
00272,3,21.0,1,Aucun
00272,4,65.0,2,Aucun
00272,5,32.0,2,
00272,6,68.0,1,Primaire
00272,7,,1,Secondaire
00272,8,26.0,2,Primaire
00273,1,39.0,2,Secondaire
00273,2,6.0,2,Secondaire
00273,3,9.0,2,Secondaire
00273,4,17.0,2,Secondaire
00273,5,5.0,1,Aucun
00273,6,25.0,1,Secondaire
00273,7,58.0,1,Primaire
00274,1,41.0,2,Aucun
00274,2,8.0,2,Aucun
00274,3,31.0,2,Primaire
00274,4,8.0,2,Superieur
00274,5,50.0,2,Primaire
00274,6,45.0,2,Secondaire
00274,7,13.0,1,Primaire
00275,1,35.0,1,Primaire
00275,2,63.0,1,Primaire
00275,3,62.0,1,Aucun
00275,4,12.0,2,Primaire
00275,5,19.0,2,Aucun
00275,6,23.0,2,Secondaire
00275,7,58.0,1,Primaire
00276,1,58.0,1,Aucun
00276,2,72.0,2,Aucun
00276,3,31.0,2,Secondaire
00276,4,45.0,1,Primaire
00276,5,63.0,1,Aucun
00276,6,7.0,1,Primaire
00277,1,28.0,1,Aucun
